tweet_id,text,reply_text,my_intent_label,should_escalate,time_tier,notes
1162297,"@115888 Hey, how come your version of the Beatles White Album has demo versions of Piggies and Revolution 1?","@393468 Hey Richard, help's here! Can you send us the Album Link? Just tap the three dots &gt; Share &gt; Copy Link. We'll take a look /PK",content_availability,0,Mid,Stratified sample from subsample
2246481,@125633 our related artists on Spotify are death metal bands. Say whaaaa?,@654706 Hey there! This sounds like something for our Artist Services friends. You can reach out to them here: https://t.co/3j9HWSEG0s /KP,content_availability,0,Mid,Stratified sample from subsample
2251352,@SpotifyCares Yeah I tried that too. The playlist shows up on my computer but it won't show up on my phone. On my phone it looks like there are no songs there but on my computer they are.,@655862 Can you send us screenshots of how the playlist looks on both your phone and desktop? We'd like to take a closer look /JP,feature_request_howto,0,Mid,Stratified sample from subsample
2246161,@SpotifyCares What name am I supposed to give other people then so they can find me?,"@654635 No worries! In this case, other users can find you with the name you chose for the account. Let us know if you have any other questions /BH",other,0,Mid,Stratified sample from subsample
2246041,@115888 can you please tell me why your app had a pop up showing me the new wiz khalifa trash and not for the new Eminem? Fix your algorithms please.,@654603 Hi Pablo! Can you fire over a screenshot of what you're seeing on your end? We'll take a look backstage /XF,venting_feedback,0,Mid,Stratified sample from subsample
2245944,"@SpotifyCares hi there I was trying to get my student discount but when i get to payment it says we can't confirm that you are student!
Help",@654582 Hey there! Can you DM us your account's email address? We'll take a look /RB https://t.co/ldFdZRiNAt,billing_subscription,1,Mid,Stratified sample from subsample
2259759,"@SpotifyCares I have a problem with my spotify family, 3 of my members where kicked out today and they cannot connect. Other 1, cannot connect from the begining. I'm the host, Daniel Beliavskij
Hope for your help!",@658010 Hey Daniel! Can you DM us your account's email address and username as well as the accounts you're trying to add? We'll help out there /CG https://t.co/ldFdZRiNAt,playback_streaming,0,Mid,Stratified sample from subsample
2264823,add Yung Lean to New Music Friday playlist or I'll unsub @115888,@659263 2: we’ll pass on your suggestion. Drop us a tweet if anything else comes up /MT,feature_request_howto,0,Mid,Stratified sample from subsample
2275465,Come on @115888 get with the program... #iPhoneX https://t.co/28oFw8plc0,"@661831 Hey! We hear you 🎧 Rest assured, your feedback will be passed on to the right folks /RB",other,0,Mid,Stratified sample from subsample
152212,C’mon @116130 this for real? Whatever happened to having your entire music collection online? 😕 https://t.co/thODgUlfok,"@150781 Hey Jude! How many tracks would you say you have in Songs (roughly)? e.g. 100, 1000, 5000, or more? /CO",venting_feedback,0,Mid,Stratified sample from subsample
2290000,"@SpotifyCares I was listening to Spotify offline yesterday, no issues at all, today all my albums are no longer offline (playlists are fine). Why do this going missing? Running Android V8.4.26.770 - currently redownloding all my albums again. Signing out and in didn't help","@665252 Hi Andrew! Don't worry, help's arrived. Could you send us a DM with your account's email address? We'll take a look backstage /DR https://t.co/ldFdZRiNAt",content_availability,0,Mid,Stratified sample from subsample
2290838,@147836 could you pleeeaaaase make a playlist/s composed of massive amounts of 90 second random hit songs? I just want to listen to every 90 seconds of the main part in particular songs :(,"@665412 @147836 Hey! Thanks for reaching out. We don't have any news on this feature, but we'll make sure your request is passed on to our devs /J",feature_request_howto,0,Mid,Stratified sample from subsample
2313470,just discovered that your daily mixes repeat if you listen for more than like... 40 minutes. fix it @115888 @SpotifyCares,"@670859 Hey, thanks for the feedback. The amount of mixes you’re served up depends on the amount and diversity of your listening history /NQ",venting_feedback,0,Mid,Stratified sample from subsample
2306933,Is @118062 ‘s reputation album coming to @115888 soon?,"@669234 Hi! Taylor Swift's 'Reputation' isn't available to stream just yet – stay tuned! For now, check out the singles: https://t.co/3h0TnPWP0c /AR",content_availability,0,Mid,Stratified sample from subsample
2353940,@SpotifyCares singapore,@680152 Got it. Can you also DM us with your account's username and email address? We'll do some digging /WW https://t.co/ldFdZRiNAt,other,0,Mid,Stratified sample from subsample
2358987,@SpotifyCares  Who do I contact to change my subscription date? I would like the payment to come out on the 16th,@681292 Hey Gil! Could you DM us your account's username or email address? We'll take a look under the hood /GU https://t.co/ldFdZRiNAt,billing_subscription,1,Mid,Stratified sample from subsample
2471094,What is the thought process behind the spotlight thing on @115888 it confuses me for a half second every time I go back to the window,@706771 Hey Charles! More info about Spotlight here: https://t.co/lhuXETht8m. Let us know if you have other questions /JN,other,0,Late,Stratified sample from subsample
2407013,@115888 trying to change my payment method because I moved from the UK to Canada and when entering my new card info = card from a non-spotify country. How can it be done?,"@692216 Hi Katherine, help's here! Can you DM us your account's email address or username? We'll take a look backstage /GT https://t.co/ldFdZRiNAt",billing_subscription,1,Late,Stratified sample from subsample
2412687,"Great to know with @115888 's latest update, you can no longer listen to music.","@149099 Hey, we've just replied to your DM. We'll carry on chatting there /K",playback_streaming,0,Late,Stratified sample from subsample
2412692,@115888 I tried to re-install Spotify on my desktop comp and got this error. I have no idea what have happened. I suspect one of the latest windows updates could be responsible. Any suggestions? Thank you! https://t.co/piB4a1wenX,"@693591 Hey there, the cavalry's here! Does restarting your device before re-installing the app help? Keep us posted /JI",feature_request_howto,0,Late,Stratified sample from subsample
2456274,May I know why @115888 is playing “suggested tracks” instead of my own playlist ? And it only happens when I’m playing one specific playlist.,"@703615 2: of Suggested Tracks you get, try adding more artists into your playlists /LO",feature_request_howto,0,Late,Stratified sample from subsample
2457290,"@SpotifyCares Why did I just loose all my songs, playlist, and radio stations and get replaced by all Rap Music?","@703846 Hey Will. Don't worry, we'll look into this. Can you DM us your username or email address so we can check? /JU https://t.co/ldFdZRiNAt",feature_request_howto,0,Late,Stratified sample from subsample
2461404,"@SpotifyCares dear admin.... can you please fix this artist name? -- https://t.co/jY3MCmFeRv the name should ""d'Masiv"" Thx so much!",@169280 Hey there! Thanks for the feedback; we'll get this reported 🤘 /KT,content_availability,1,Late,Stratified sample from subsample
2463178,@SpotifyCares I deleted my facebook account which was linked to my Spotify account. I can't log anymore into Spotify :( Any help/tips ? Thanks,"@705061 Hey, help's here! Can you fire over your account's email address? We'll check backstage /GK https://t.co/ldFdZRiNAt",account_access,1,Late,Stratified sample from subsample
2487408,@115888 is there any way to stop specific bands/artists from being put onto your discover weekly/daily mix playlists????,@710431 Hi there! Your Discover Weekly should improve as it gets to know you. Keep adding your fav tracks to Your Library/playlists. This should mix things up 🙂 /JI,content_availability,0,Late,Stratified sample from subsample
2487423,@115888 why are there no Aaliyah songs on Spotify? Fix please,"@710435 Hi Micki! We’d love to have all of her stuff available, but we have some info about content here: https://t.co/0i8GpimuDa 🙂 /JI",other,0,Late,Stratified sample from subsample
2516185,"@115888 hi, how can I get help w issues on on getting a password reset email","@625603 Hey, helps here! Try resetting your password here: https://t.co/jGP5GWOoVY. Let us know if that works /RB",account_access,1,Late,Stratified sample from subsample
2516190,@SpotifyCares i have been down graded from premium to free despite paying @121122 but they have only confirmed payment made!!!,@716786 Hey Sam! Can you DM us your account's username and email address? We'll take a look backstage /JL https://t.co/ldFdZRiNAt,billing_subscription,1,Late,Stratified sample from subsample
2518428,@115888 can we get more @167274 added 🙏🏾🙏🏾,"@439637 Hey there! We’d love to have all of his music available, but we have some info about content here: https://t.co/0i8GpimuDa /FR",other,0,Late,Stratified sample from subsample
2545897,Why am I still paying for @115888 I thought i cancelled 😥😥😣,@723625 Hey! Can you DM us your account's email address? We'll see what we can suggest /CB https://t.co/ldFdZRiNAt,billing_subscription,1,Late,Stratified sample from subsample
2547470,@SpotifyCares I sent you all a direct message! Thanks in advance for the help! :),@723986 Hey! We've replied to your DM. Check it out and we'll continue over there /RC,other,0,Late,Stratified sample from subsample
2637133,@SpotifyCares Found a bug where a song in an album is saved in my library but the notification shows that it's not. https://t.co/68OlXBUMAg,"@744324 Hey there! Can you let us know what device, Android, and Spotify version you're running? We'll see what we can suggest /LM",content_availability,0,Late,Stratified sample from subsample
2653116,@SpotifyCares hey my friend emailed 7 hours ago about his hijacked account. How can he expedite this a bit?,@748217 Hey there! We can chase this up for your friend. Could you DM us know his 8-digit case # or his account's email address? /NQ https://t.co/ldFdZRiNAt,other,0,Late,Stratified sample from subsample
2653080,@115888 plz tell me why Velvet by Stoney LaRue suddenly got deleted. Guess I’m ending my subscription. Bye.,@748206 Hey Sadie! We hear you. Can you let us know what country your account is set to? We'll check things out /CH,billing_subscription,1,Late,Stratified sample from subsample
2653084,"@SpotifyCares  okay, so my ex had is account linked to my bank. And we broke up and I couldn’t cancel it and it charged my card... I’m help",@748208 Hey! The cavalry's here. Can you DM us the account's username or email address? We'll take a look under the hood /JS https://t.co/ldFdZRiNAt,billing_subscription,1,Late,Stratified sample from subsample
2706993,@115888 when you will fix the bug that doesn’t show any of your offline material when you are connected to a Wi-fi network that doesn’t have internet access?! So annoying https://t.co/qSzYkH1m1A,"@636765 Hey there! Don't worry, help's here. Can you let us know the iPhone model you're using along with its iOS and Spotify versions? We'll see what we can suggest /MT",playback_streaming,0,Late,Stratified sample from subsample
2729377,"Yeah.. I've been demanding for it for so long. Come on, @SpotifyCares. Please get 2NE1's first mini album available on Spotify. https://t.co/UNRVe8hwGm","@765239 Hi there! We’d love to have all of their stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /GK",content_availability,0,Late,Stratified sample from subsample
2746310,"Disappointed in @115888 today. Changed a playlist name, and I had to download my entire playlist b/c of just a name change. I discovered this 30 seconds before airplane mode for my six hour flight was taking off. Feels like very sloppy programming to me.","@769058 Hey Scott, that's not cool! Could you DM us the device, playlist you're having issues with, and the email address associated with your account? We'll take a look /ZO https://t.co/ldFdZRiNAt",feature_request_howto,0,Late,Stratified sample from subsample
2743175,@SpotifyCares Thank you very much for your time!! I'll do it and see if it starts to run smoothly again now,@767207 No worries! Just DM us again when you get back to us. We'll keep an eye out for your updates /AG,other,0,Late,Stratified sample from subsample
2750608,Why tf is Garth Brooks not on Spotify. @115888,"@770081 Hi there! We’d love to have all of his stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /AK",content_availability,0,Late,Stratified sample from subsample
2766510,@SpotifyCares Why don't you guys have more of @106316 music on spotify and why ain't he verified?? https://t.co/g7lQW6dQZ7,"@773677 Hi there! We’d love to have all of his stuff available, but we have some info about content here: https://t.co/0i8GpimuDa. Hope this info helps /GK",playback_streaming,0,Late,Stratified sample from subsample
997194,"@115888 this is the worst song i’ve ever heard, and yet you insist on putting it in my discover weekly every other week, please explain https://t.co/OsFOvLFClW","@356132 Hey there. Discover Weekly is based on what you, and others like you, are listening to. Hopefully it’s more in tune with your tastes next week! /CG",venting_feedback,0,Late,Stratified sample from subsample
2793296,@SpotifyCares There was a mix in the Daily Mix 6 slot a couple of weeks ago that I was listening to non-stop and it just vanished on Monday morning.,@779528 Hmm. Could you send us a DM with your account's email address? We'll take a look backstage /CH https://t.co/ldFdZRiNAt,venting_feedback,0,Late,Stratified sample from subsample
633988,Wow @115888 all my playlists were deleted and my password was changed and it says my email doesnt exist. I've had my account for years!! what is going on?!,@270292 Hey Shaina! We’re sorry to hear that. Check out https://t.co/QHn3ok8y2n for what to do next /L,account_access,1,Late,Stratified sample from subsample
645110,"@SpotifyCares Tested without Gramofon, works as expected. Tested again with Gramofon, works as expected.

#NoFaultFound #StupidComputer #MostLikelyUserError","@273118 No worries. Just to check, does everything now look good on your end? /DV",venting_feedback,0,Late,Stratified sample from subsample
694628,"@SpotifyCares Hi, I currently have a premium account with student discount, but I want to switch to a Family account. Would I be able to keep all my playlists and downloaded songs?","@285643 Hey Af! Yes, you still keep all of your playlists and offline tracks. Just to make sure, can you DM us your account's email address? We'll see what we can suggest /SJ https://t.co/ldFdZRiNAt",billing_subscription,1,Late,Stratified sample from subsample
704840,"Really, @115888. You continue to taunt me with podcasts on my iPad, but won't allow me to listen. I don't know if we can continue to be friends.","@288461 Hey Sabrina. We're sorry you feel that way. We currently don't have Podcasts on iPad, but we'll let the right team know it's something you'd like to see /QI",playback_streaming,0,Late,Stratified sample from subsample
79407,@SpotifyCares Did you remove the 1986 The Fly soundtrack? =(,@142362 Hey! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon /RA,playback_streaming,0,Late,Stratified sample from subsample
116645,@SpotifyCares Hi - I want to stop logging in with Facebook and login with my email instead but the system won't let me do it. Any thoughts?,"@141981 Hey Patrick, help's here! Could you DM us your account's email address and username? We'll take a look backstage /BX https://t.co/ldFdZRiNAt",account_access,1,Late,Stratified sample from subsample
116558,"@SpotifyCares I’ve had a persistent problem for years with random devices connecting to my account and unknown people playing music on it, changed my password multiple times, and this has happened across two different states and 5 different houses and 9 different workplaces.","@141968 Hey Ryan! Don't worry, we're here to help. Can you DM us your account's email address or username? We'll take a look backstage /MT https://t.co/ldFdZRiNAt",account_access,1,Late,Stratified sample from subsample
136267,@115888 🚨🚨SEND HELP🚨🚨 my friends songs wont play not all but an exceptional few and they’re absolute bops we tweet this to you with high concerns but with high hopes of an answer 😁👍🏽,@146709 Hi Cameron! Help's here. Can you send us a screenshot of the error message your friend is getting? We'll see what we can suggest /MU,playback_streaming,0,Late,Stratified sample from subsample
171118,@spotifycares can't play any music in album page on Windows 7 64-bit version 1.0.68.407.g6864aaaf. all other music plays fine. attached image to show what it looks like when i try to play a song from album page. if i play the exact same album in my files it works fine. https://t.co/a6gyI5eZZX,"@155917 Hey Jordan, we'd love to help! Just to check, is this happening on all tracks or just specific albums? Can you let us know your Spotify version? We'll see what we can suggest /JP",content_availability,0,Late,Stratified sample from subsample
128206,@SpotifyCares @144805 please and how can we compensate can you give me some playlist help,@144806 Hey there! Our friends in Artist Support are the right folks to help with this. You can get in touch with them here: https://t.co/p1wbtdELHu /JI,feature_request_howto,0,Late,Stratified sample from subsample
1697895,@115888 you guys need to add a setting to shut off all edited versions of song! Mood killer! #BitchDontKillMyVibe #DeadlyVenoms,"@514991 Hey, nice idea! It's definitely something for the team to consider and we'll make sure it reaches them /RA",feature_request_howto,0,Late,Stratified sample from subsample
2577787,@SpotifyCares Ios 11.1.2 and the latest spotify whatever that is,"@210396 Got it. Does logging out, restarting your device, then logging back in help at all? /QI",venting_feedback,0,Late,Stratified sample from subsample
2815941,"Dear @115888,
Don't you only play commercials on the free version of the app? Why are you advertising @1731 on the free app? If I had enough money to own a Cadillac I'd have no problem paying to listen to custom radio. Also, I'm not going to suddenly realize I need a Caddy.","@785033 Hi there! We're sorry about that, and thanks for sharing your thoughts. We'll make sure to pass your feedback on to the relevant folks /AK",billing_subscription,1,Late,Stratified sample from subsample
2859042,"@SpotifyCares Why does the android interface suck? There's no ""play now"" button, or a ""play next"" button, and the queue function is terrible.",@794525 Hey there! Could you tell us what's happening exactly? We'll see what we can suggest /DF,venting_feedback,0,Late,Stratified sample from subsample
2862764,"Hey @SpotifyCares, I'm trying to login to the web player and I'm getting this error message: ""Oops! Something went wrong, please try again or check out our help area."" Any idea what's up? Thanks!","@795222 Hey Meg! What device, operating sysmte, and Spotify version are you using? Can you DM us your account's email address? We'll see what we can suggest /KC https://t.co/ldFdZRiNAt",account_access,1,Late,Stratified sample from subsample
2865502,@SpotifyCares I can’t log into my account it just keeps coming up with ‘something went wrong please try again’ please would you help me get back into my account?,@795908 Hey! The cavalry's here. Can you DM us your account's username or email address? We'll take a look under the hood /JS https://t.co/ldFdZRiNAt,account_access,1,Late,Stratified sample from subsample
2861323,"@SpotifyCares I already did that. News websites in Romania said spotify will be available in Romania today 28th november, thats why i am asking.","@794909 We don't have news to share right now, but we'll be sure to keep everyone updated. Stay tuned /AR",content_availability,0,Late,Stratified sample from subsample
669844,@115888 why can't we use app store cards to pay for premium?,"@802995 Hey there, help's here! You can purchase a Spotify gift card here: https://t.co/p5VlvbemTs. If you need anything else, we're only a tweet away /LJ",billing_subscription,1,Late,Stratified sample from subsample
2917877,Spotify is down... I need to download Christmas songs to annoy the Christmas temps at work 😩😩😂😂 @115888 help me!,"@807645 Hey, thanks for the report! We had a little hiccup earlier, but everything should be running just fine now /JS",playback_streaming,0,Late,Stratified sample from subsample
2920676,DAMMIT @115888 FIX YOURSELF MF I NEED MUSIC https://t.co/cem4WZyTJ4,@808338 Hey there! Everything should be running smoothly now. Let us know if you're still getting issues /GS,playback_streaming,0,Late,Stratified sample from subsample
2769863,"@774377 @SpotifyCares I’m having a similar problem. I have an iPhone 7 that is on the newest update (iOS 11.1.2) that does not work with BMW connected drive, but I have an iPhone 6s Plus running iOS 11.1.1 that works fine. Have hard restarted the 7, still not working. Both on newest Spotify update.",@810082 Hey there! Can you try logging out and back in to see if it helps? Let us know how it goes /NS,playback_streaming,0,Late,Stratified sample from subsample
2929214,@115888 I need at least 3 to complete my playlist this is vital,"@810343 Hey Kelsey! Our Curation team are independent &amp; use taste, data, research, and trends to create playlists, but we can pass your suggestions to them /LO",feature_request_howto,0,Late,Stratified sample from subsample
2931087,@115888 If I want to buy a gift card to someone in the US but live in Sweden. How do I do?,@810763 Hey there! We're afraid it's currently not possible. The recipient's country settings should match where the gift card was purchased. There's more info about gift card here: https://t.co/JCahiVlnJX. Hope this clears things up /PL,feature_request_howto,0,Late,Stratified sample from subsample
2943791,@SpotifyCares Why can I only pay with creditcard If instant student premium. I’m not Going to get a creditcard just for spotify.... (the netherlands),@813240 Hey there! We don't have any info to share at the moment. We can't make any promises but we'll pass on the suggestion for more payment methods available for the student discount /PB,billing_subscription,1,Late,Stratified sample from subsample
2950170,@SpotifyCares Trying to reset my password and I’m getting a CSRF token is invalid. Can you help?,@814730 Hi Chris! Can you DM us your account's username or email address? We'll take a look backstage /MC https://t.co/ldFdZRiNAt,account_access,1,Late,Stratified sample from subsample
2951501,"@115888 ""Discover"" is only going to be playlists?  Bad news. I want my album recs.","@815010 Hey Sheela! The Discover tab under Browse should be a mix of different albums, EPs, and singles based your listening preferences. Can you send us a screenshot where it only shows you playlists? /JP",content_availability,0,Late,Stratified sample from subsample
2956296,@SpotifyCares i have family premium with one address. however i seemed not to be able to log in with another invitation i sent my additional email addresses so I can have different music playing at work and at home. password reset link is not valid... about to drop premium!! t,"@816037 Hey Mariae, help's here! Could you send us a DM with your accounts' email addresses or usernames? We'll take a look backstage /CO https://t.co/ldFdZRiNAt",account_access,1,Late,Stratified sample from subsample
2985580,https://t.co/z99SxKAf1r,@801777 Got it. Best thing to try here is a reinstall. Just follow the steps at https://t.co/PDA2aKzC6Q. Let us know how it plays out /LS,other,0,Late,Stratified sample from subsample
86415,@SpotifyCares why did the app take €15 off me for premium (both regular premium and student premium) when my college is not on the list so I am not eligible for the student one?????? If I’ve paid for a student one I want my money back for the regular one then.,@134871 Hey there! That doesn't sound good. Could you send us a DM with your account's email address? We'll take a look backstage /QI https://t.co/ldFdZRiNAt,billing_subscription,1,Late,Stratified sample from subsample
93873,"Hey @115888, can you make your web player a slightly smaller flaming pile of trash? Because the large flaming pile of trash that is your web player is getting a little unbearable to deal with...","@136357 Hey Kevin, we’re sorry to hear that! What’s happening exactly? Can you let us know the device/OS you’re using? We'll see what we can suggest /CO",venting_feedback,0,Late,Stratified sample from subsample
452114,@115888 could you please stop putting Ocean Avenue in all of my daily mixes,"@222242 Hey there! Daily Mix is based on your music taste, so we’d love to know how it’s doing. Tap ❤️ or 🚫 to improve your mix /PB",venting_feedback,0,Late,Stratified sample from subsample
464461,"@SpotifyCares 
I have been having trouble getting my daughter signed up in our family account.  After several live chats, they think the problem is that I am not entering our address just exactly correct.  A special Spotify help group was supposed to e-mail me but they have not.","@225438 Hey Kent, help's here! Can you DM us the email addresses of the accounts in question? We'll see what we can suggest /MO https://t.co/ldFdZRiNAt",other,0,Late,Stratified sample from subsample
502643,@116130 Why is 20% of my discover weekly French?,"@235090 Hey Michael! Discover Weekly is based on what you, and others like you, are listening to. Hopefully it’s more in tune with your tastes next week /JP",venting_feedback,0,Late,Stratified sample from subsample
513067,"@SpotifyCares How do I play an album, one piece after another? I've got a paid-for account, I go into the Android app, press the first movement of Shostakovitch 10.... and at the end it goes into U2 instead of the second movement. What's going on?",@238045 Hey there! Could you DM us your account's username and email address? We'll take a look backstage /DF https://t.co/ldFdZRiNAt,content_availability,0,Late,Stratified sample from subsample
526692,"Allo @SpotifyCares so I have seen @241897 had the same problem with the random letters and numbers for a username? Anyway, you can dm me so I can change my username?",@241896 Hey There! Can you DM us your account's username or email address? We'll take a look backstage /MS https://t.co/ldFdZR1cbT,account_access,1,Late,Stratified sample from subsample
527819,@115888 IS THE ABSOLUTE WORST !!,@242176 Hey Laney! We're here to help. Can you let us know what's happening exactly! We'll see what we can suggest /KM,venting_feedback,0,Late,Stratified sample from subsample
558627,@SpotifyCares Where can I see my family's profiles and playlists? Should be easy but doesn't seem to be. (We have family premium a/c),@250527 Hi James! Could you send us a DM with your account's email address? We'll take a look backstage /AU https://t.co/ldFdZRiNAt,feature_request_howto,0,Late,Stratified sample from subsample
584150,"@115888 Hey friends, did you change something with the app? I used to be able to play on my Apple TV from the app. Now all the options prompt me to download the app to an external device (TV/Computer/etc). Are you no longer compatible w/Apple TV? Thanks!",@257825 Hey Helen! Help's here. Could you DM us your account's email address? We'll take a look backstage /C https://t.co/ldFdZRiNAt,playback_streaming,0,Late,Stratified sample from subsample
551296,"@SpotifyCares 
Please tell me how to buy Spotify in CANADA 🇨🇦.
I don't want to use a credit card, so instructions on that Would help.
Thanks",@248466 2: along with a screenshot of the error message you're seeing so we can take a closer look /RR https://t.co/ldFdZRiNAt,feature_request_howto,0,Late,Stratified sample from subsample
586376,@115888 hey when are you guys coming to Sri Lanka?,"@258474 Hey! We're afraid we have no info to share about this at the moment. But, we're launching regularly in countries around the world. Sign up here to be first to hear: https://t.co/XDwWzj7cLP /RC",other,0,Late,Stratified sample from subsample
